DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RHOB_N,K_SDR_N,K_TIM_N,K_SDR_N_PRE,K_GD_N_PRE,,
4342,8.26,0.163,101.72,194.64,0.299,3.12,0.241,1.21,2.431,-999.25,-999.25,25.98131905,0.054510893,,
4342.5,8.06,0.156,99.16,220.25,0.283,3.13,0.229,1.5,2.443,-999.25,-999.25,21.90868721,0.046245788,,
4343,7.94,0.146,95.6,236.37,0.249,3.16,0.204,1.68,2.46,-999.25,-999.25,21.18800602,0.039084459,,
4343.5,7.97,0.142,92.43,244.57,0.223,3.31,0.187,1.88,2.468,-999.25,-999.25,21.20296001,0.036607926,,
4344,8.1,0.142,92.4,238.58,0.218,3.4,0.184,1.75,2.468,-999.25,-999.25,19.77589855,0.036574151,,
4344.5,8.11,0.145,93.71,228.36,0.232,3.46,0.193,1.67,2.461,-999.25,-999.25,20.96972408,0.040842286,,
4345,8.09,0.152,92.08,204.59,0.22,3.43,0.189,1.6,2.451,-999.25,-999.25,18.38356977,0.036846093,,
4345.5,8.17,0.164,92.35,182.39,0.229,3.38,0.199,1.55,2.429,-999.25,-999.25,15.60671874,0.031835056,,
4346,8.14,0.182,98.63,165.71,0.3,3.3,0.248,1.47,2.4,-999.25,-999.25,10.96189767,0.036738013,,
4346.5,8.18,0.182,97.97,165.34,0.309,3.2,0.254,1.71,2.4,-999.25,-999.25,6.693280706,0.036200165,,
4347,8.12,0.173,96.64,158.34,0.29,3.15,0.239,1.6,2.415,-999.25,-999.25,4.15039607,0.028832372,,
4347.5,8.14,0.162,88.63,158.43,0.206,3.21,0.185,1.72,2.433,-999.25,-999.25,5.606545696,0.02902933,,
4348,8.21,0.141,90.07,156.04,0.22,3.31,0.185,1.66,2.468,-999.25,-999.25,6.662062645,0.028212456,,
4348.5,8.18,0.118,94.34,149.04,0.265,3.37,0.205,1.55,2.508,-999.25,-999.25,6.76944437,0.016442251,,
4349,8.18,0.1,89.42,137.15,0.22,3.38,0.171,1.67,2.539,-999.25,-999.25,6.673390388,0.009370347,,
4349.5,8.08,0.114,87.5,123.73,0.203,3.32,0.165,1.68,2.516,-999.25,-999.25,6.487772751,0.012907246,,
4350,8.09,0.132,89.65,122.44,0.228,3.28,0.186,1.66,2.485,-999.25,-999.25,5.596477413,0.019458373,,
4350.5,8.1,0.151,91.7,120.83,0.238,3.22,0.199,1.43,2.452,-999.25,-999.25,4.508575417,0.033452106,,
4351,8.25,0.154,90.81,121.27,0.235,3.2,0.199,1.55,2.446,-999.25,-999.25,3.994051339,0.032616394,,
4351.5,8.22,0.17,92.46,121.09,0.249,3.18,0.213,1.47,2.42,-999.25,-999.25,2.803077294,0.031326102,,
4352,8.2,0.227,98.36,125,0.301,3.15,0.267,1.28,2.323,-999.25,-999.25,0.856784417,0.023961582,,
4352.5,8.23,0.296,103.11,133.29,0.346,3.07,0.322,1.23,2.203,-999.25,-999.25,0.002149846,0.014884384,,
4353,8.17,0.301,104.42,140.5,0.359,3,0.331,1.26,2.195,-999.25,-999.25,0.015713131,0.002445502,,
4353.5,8.05,0.219,102.13,147.5,0.37,3.12,0.304,1.83,2.336,-999.25,-999.25,0.117493904,0.019878886,,
4354,8.13,0.126,89.49,145.39,0.283,3.4,0.219,3.21,2.495,-999.25,-999.25,0.155250144,0.022283837,,
4354.5,8.13,0.082,74.15,137.15,0.144,3.73,0.117,6.55,2.57,-999.25,-999.25,0.197075197,0.026513559,,
4355,7.98,0.075,67.22,128.86,0.054,3.92,0.065,8.82,2.582,-999.25,-999.25,0.384602246,0.029230425,,
4355.5,7.93,0.076,70.82,129.6,0.078,3.93,0.077,5.46,2.58,-999.25,-999.25,0.559491822,0.027819605,,
4356,7.95,0.085,76.03,137.62,0.114,3.83,0.101,3.35,2.564,-999.25,-999.25,0.719635317,0.012827414,,
4356.5,7.85,0.092,79.55,138.17,0.136,3.7,0.116,2.5,2.552,-999.25,-999.25,0.987720045,0.014130713,,
4357,7.89,0.093,81.73,147.3,0.161,3.69,0.131,2.47,2.551,-999.25,-999.25,1.255411541,0.014921509,,
4357.5,7.97,0.091,80.06,154.11,0.147,3.77,0.122,2.74,2.555,-999.25,-999.25,1.366619658,0.016352303,,
4358,8.04,0.086,78.76,166.64,0.129,3.88,0.11,2.82,2.563,-999.25,-999.25,1.435906148,0.01855737,,
4358.5,7.98,0.082,78.95,160.09,0.132,3.9,0.11,2.78,2.569,-999.25,-999.25,1.401708627,0.017066845,,
4359,7.99,0.085,78.93,150.24,0.134,3.82,0.112,2.77,2.564,-999.25,-999.25,1.235563791,0.014149908,,
4359.5,7.91,0.095,80.1,135.4,0.15,3.67,0.126,2.67,2.547,-999.25,-999.25,1.00105713,0.009983708,,
4360,7.83,0.097,81.16,128.77,0.166,3.52,0.136,2.67,2.544,-999.25,-999.25,0.784358114,0.006595516,,
4360.5,7.85,0.099,82.27,121.6,0.172,3.39,0.14,2.39,2.54,-999.25,-999.25,0.81750924,0.004313241,,
4361,8.03,0.106,85.81,122.7,0.205,3.36,0.163,2.12,2.53,-999.25,-999.25,0.762745446,0.004205161,,
4361.5,8.09,0.12,88.27,120.3,0.225,3.39,0.18,1.89,2.505,-999.25,-999.25,0.728981811,0.004137188,,
4362,8,0.121,84.47,126.64,0.188,3.42,0.158,2.14,2.503,-999.25,-999.25,0.697660735,0.003892318,,
4362.5,8.02,0.109,84.92,125.72,0.199,3.36,0.16,2.26,2.523,-999.25,-999.25,0.667309758,0.003664118,,
4363,8.05,0.084,86.19,117.99,0.225,3.21,0.17,2.44,2.566,-999.25,-999.25,0.422572234,0.003220514,,
4363.5,7.88,0.065,85.25,107.31,0.22,3.07,0.162,2.53,2.599,-999.25,-999.25,0.296653959,0.002957362,,
4364,7.87,0.058,81.61,103.53,0.184,3.12,0.136,2.84,2.611,-999.25,-999.25,0.28134729,0.003037056,,
4364.5,7.96,0.067,80.47,118.27,0.166,3.33,0.127,2.88,2.595,-999.25,-999.25,0.450846243,0.004254249,,
4365,7.94,0.075,79.5,142.68,0.135,3.43,0.109,2.53,2.581,-999.25,-999.25,1.953103465,0.005553792,,
4365.5,7.94,0.082,83.55,163.69,0.169,3.26,0.133,2.23,2.57,-999.25,-999.25,10.75051295,0.006871815,,
4366,7.97,0.091,86.97,175.57,0.197,2.91,0.153,2.03,2.554,-999.25,-999.25,13.82649569,0.008739628,,
4366.5,7.96,0.106,87.93,166.84,0.21,2.68,0.166,2,2.528,-999.25,-999.25,15.48450782,0.012241941,,
4367,7.91,0.12,89.35,157.81,0.229,2.64,0.183,1.98,2.505,-999.25,-999.25,16.50029793,0.014720418,,
4367.5,8.06,0.125,89.03,154.49,0.241,2.68,0.192,2.29,2.497,-999.25,-999.25,15.87810459,0.015348415,,
4368,8.05,0.118,87.43,159.91,0.231,2.77,0.183,2.56,2.508,-999.25,-999.25,7.331809187,0.015561429,,
4368.5,8.05,0.104,80.63,166.45,0.156,2.94,0.133,2.89,2.532,-999.25,-999.25,4.294973046,0.014260981,,
4369,7.99,0.087,76.58,162.95,0.118,3.25,0.104,3.4,2.561,-999.25,-999.25,2.643573844,0.016031998,,
4369.5,7.93,0.077,77.48,151.53,0.096,3.61,0.087,2.28,2.578,-999.25,-999.25,1.592754662,0.013828259,,
4370,7.83,0.087,74.15,136.14,0.114,3.77,0.101,4.52,2.56,-999.25,-999.25,0.785155666,0.012225955,,
4370.5,7.81,0.1,79.27,127.94,0.171,3.69,0.14,3.69,2.539,-999.25,-999.25,0.529897252,0.010993597,,
4371,7.93,0.106,81.92,122.97,0.18,3.45,0.148,2.75,2.529,-999.25,-999.25,0.469635162,0.010491475,,
4371.5,7.96,0.094,80.59,112.01,0.148,3.3,0.124,2.29,2.55,-999.25,-999.25,0.433194855,0.005612061,,
4372,8.02,0.08,80.98,94.5,0.151,3.23,0.121,2.14,2.574,-999.25,-999.25,0.423852733,0.006357035,,
4372.5,8.02,0.068,83.89,79.86,0.197,3.22,0.147,2.22,2.595,-999.25,-999.25,0.502499822,0.007494289,,
4373,8,0.068,82.8,71.01,0.21,3.17,0.156,2.92,2.594,-999.25,-999.25,0.635893106,0.00943417,,
4373.5,7.88,0.066,81.22,66.21,0.189,3.18,0.142,2.91,2.598,-999.25,-999.25,0.782955396,0.011916852,,
4374,7.79,0.059,80.21,64.78,0.192,3.3,0.142,3.51,2.609,-999.25,-999.25,0.881490052,0.012356463,,
4374.5,7.93,0.051,77.95,63.72,0.179,3.39,0.132,4.48,2.623,-999.25,-999.25,0.94676441,0.02200003,,
4375,7.97,0.073,74.46,62.44,0.149,3.37,0.117,6.11,2.585,-999.25,-999.25,0.886241233,0.031153536,,
4375.5,8.02,0.104,79.9,61.11,0.166,3.13,0.139,2.77,2.532,-999.25,-999.25,0.892016149,0.032942861,,
4376,7.98,0.122,86.2,61.15,0.221,2.95,0.179,1.95,2.501,-999.25,-999.25,0.944990194,0.032777146,,
4376.5,8.04,0.097,85.47,62.26,0.24,2.92,0.183,2.67,2.544,-999.25,-999.25,0.91472826,0.033641499,,
4377,7.83,0.072,81.4,61.34,0.211,3.1,0.158,3.57,2.586,-999.25,-999.25,0.794835448,0.02409987,,
4377.5,7.84,0.052,82.06,66.04,0.209,3.28,0.152,3.17,2.62,-999.25,-999.25,0.769859707,0.017460565,,
4378,7.91,0.062,83.25,72.49,0.224,3.35,0.164,3.18,2.604,-999.25,-999.25,0.710935891,0.014903636,,
4378.5,7.99,0.079,84.59,69.08,0.252,3.35,0.187,3.51,2.575,-999.25,-999.25,0.740306604,0.022407157,,
4379,8.06,0.094,85.15,63.92,0.242,3.37,0.184,2.87,2.549,-999.25,-999.25,0.646298161,0.023655054,,
4379.5,7.94,0.1,80.03,59.68,0.181,3.3,0.146,3.19,2.539,-999.25,-999.25,0.538682963,0.021313994,,
4380,7.94,0.114,77.49,67.22,0.127,3.17,0.121,2.68,2.515,-999.25,-999.25,0.453945969,0.017798277,,
4380.5,7.83,0.121,76.26,74.78,0.109,2.99,0.115,2.7,2.503,-999.25,-999.25,0.351044415,0.023874601,,
4381,8.34,0.137,77.98,79.84,0.133,2.92,0.135,2.77,2.475,-999.25,-999.25,0.098449947,0.016098549,,
4381.5,8.61,0.139,82.82,85.57,0.18,2.9,0.161,2.24,2.473,-999.25,-999.25,0.083212802,0.02723286,,
4382,8.48,0.146,85,87.18,0.227,2.88,0.191,2.71,2.46,-999.25,-999.25,0.12944967,0.028550343,,
4382.5,8.86,0.143,84.84,90.41,0.207,2.89,0.178,2.29,2.466,-999.25,-999.25,0.148904254,0.028855182,,
4383,8.08,0.121,80.91,87.86,0.172,2.95,0.149,2.68,2.502,-999.25,-999.25,0.173655238,0.022366473,,
4383.5,8.08,0.092,79.09,84.4,0.189,3.05,0.149,4.31,2.552,-999.25,-999.25,0.215651406,0.02107699,,
4384,7.85,0.069,78.24,79.89,0.178,3.14,0.135,4.29,2.593,-999.25,-999.25,0.230105937,0.007764733,,
4384.5,7.93,0.065,78.73,78.39,0.171,3.17,0.129,3.65,2.598,-999.25,-999.25,0.266712409,0.011089912,,
4385,7.95,0.098,81.68,84.19,0.174,3.13,0.141,2.41,2.543,-999.25,-999.25,0.311908424,0.013019454,,
4385.5,8.1,0.111,86.65,86.86,0.231,3.05,0.181,2.22,2.52,-999.25,-999.25,0.33200261,0.013726212,,
4386,8.1,0.12,86.93,84.91,0.213,2.96,0.173,1.76,2.505,-999.25,-999.25,0.388975957,0.015602299,,
4386.5,8.22,0.114,85.5,89.42,0.204,2.88,0.165,1.98,2.515,-999.25,-999.25,0.755258173,0.015370459,,
4387,8.05,0.135,87.01,92.21,0.226,2.83,0.186,2.04,2.479,-999.25,-999.25,0.803881377,0.013032021,,
4387.5,8.7,0.14,87.73,99.32,0.226,2.81,0.188,1.93,2.471,-999.25,-999.25,1.890243167,0.016101803,,
4388,8.28,0.142,85.64,96.84,0.218,2.81,0.184,2.3,2.467,-999.25,-999.25,2.04930774,0.016073505,,
4388.5,8.09,0.132,89.26,97.3,0.237,2.8,0.192,1.74,2.484,-999.25,-999.25,1.972544427,0.022519342,,
4389,8.29,0.149,91.67,99.51,0.285,2.78,0.227,2.13,2.455,-999.25,-999.25,1.572991422,0.270560883,,
4389.5,8.52,0.156,89.4,99.69,0.265,2.78,0.217,2.32,2.443,-999.25,-999.25,1.435258959,0.328287653,,
4390,8,0.169,84.39,97.72,0.205,2.82,0.188,2.37,2.421,-999.25,-999.25,0.251690389,0.321995178,,
4390.5,8.49,0.168,84.03,96.33,0.197,2.88,0.183,2.32,2.422,-999.25,-999.25,0.246388103,0.33154105,,
4391,9.11,0.173,88.06,97.25,0.239,2.95,0.209,2.13,2.415,-999.25,-999.25,0.276984066,0.331556759,,
4391.5,9.27,0.138,88.86,98.76,0.291,3,0.228,3.31,2.474,-999.25,-999.25,0.341895984,0.082989023,,
4392,8.91,0.104,88.45,101.29,0.305,3.04,0.228,4.04,2.532,-999.25,-999.25,0.413158092,0.023403807,,
4392.5,8.14,0.067,82.48,97.69,0.215,3.07,0.159,3.48,2.595,-999.25,-999.25,0.507152838,0.025462442,,
4393,8.22,0.079,81.75,94.44,0.21,3.09,0.159,3.67,2.574,-999.25,-999.25,0.344705629,0.016957775,,
4393.5,8.09,0.091,80.83,86.6,0.205,3.12,0.159,3.9,2.554,-999.25,-999.25,0.337913904,0.009111977,,
4394,8.07,0.102,83.81,90.01,0.221,3.15,0.172,2.99,2.536,-999.25,-999.25,0.311124587,0.00930202,,
4394.5,8.1,0.097,86.72,95.41,0.239,3.15,0.182,2.46,2.545,-999.25,-999.25,0.297902465,0.009505111,,
4395,8.18,0.09,88.03,98.88,0.239,3.13,0.181,2.1,2.555,-999.25,-999.25,0.269032812,0.01450145,,
4395.5,8.43,0.099,88.57,93.39,0.231,3.08,0.178,1.78,2.541,-999.25,-999.25,0.28343755,0.016520389,,
4396,8.02,0.114,84.79,88.54,0.225,3.08,0.178,2.7,2.516,-999.25,-999.25,0.280951014,0.018818654,,
4396.5,7.97,0.124,81.23,88.79,0.205,3.11,0.169,3.66,2.498,-999.25,-999.25,0.317426407,0.024019898,,
4397,8.01,0.112,81.64,91.52,0.228,3.18,0.18,4.47,2.519,-999.25,-999.25,0.403798002,0.038392075,,
4397.5,6.79,0.094,86.69,83.93,0.257,3.27,0.194,2.76,2.55,-999.25,-999.25,0.465341717,0.032784081,,
4398,7.48,0.087,81.84,69.87,0.21,3.36,0.161,3.29,2.56,-999.25,-999.25,0.471909815,0.032387422,,
4398.5,7.91,0.09,83.01,54.21,0.215,3.56,0.165,2.86,2.556,-999.25,-999.25,0.425728287,0.032562761,,
4399,7.92,0.088,80.46,48.01,0.216,4.03,0.165,4.32,2.56,-999.25,-999.25,0.350120963,0.033886747,,
4399.5,7.93,0.074,78.85,45.44,0.187,4.64,0.142,4.09,2.584,-999.25,-999.25,0.205392386,0.018270653,,
4400,7.92,0.045,76.76,43.5,0.147,5.23,0.109,3.73,2.632,-999.25,-999.25,0.078718521,0.016824515,,
4400.5,7.87,0.017,75.33,45.8,0.156,5.86,0.111,5.49,2.681,-999.25,-999.25,8.41E-05,0.011917802,,
4401,7.85,-0.009,75.81,60.36,0.16,6.15,0,5.28,2.725,-999.25,-999.25,0,0,,
4401.5,7.81,-0.013,74.45,73.72,0.14,5.96,0,5.42,2.732,-999.25,-999.25,0,0,,
4402,7.87,-0.008,75.23,82.43,0.154,5.22,0,5.59,2.724,-999.25,-999.25,0,0,,
4402.5,7.92,-0.005,74.32,69.72,0.133,4.64,0,5.15,2.718,-999.25,-999.25,0,0,,
4403,7.98,-0.019,69.92,54.24,0.063,4.45,0,5.61,2.742,-999.25,-999.25,0,0,,
4403.5,7.95,-0.049,68.74,41.13,0.047,4.49,0,6.18,2.794,-999.25,-999.25,0,0,,
4404,7.92,-0.073,68,35.7,0.037,4.56,0,6.62,2.836,-999.25,-999.25,0,0,,
4404.5,7.84,-0.077,68.09,34.68,0.034,4.61,0,6.13,2.842,-999.25,-999.25,0,0,,
4405,7.79,-0.061,67.61,28.76,0.029,4.61,0,6.57,2.813,-999.25,-999.25,0,0,,
4405.5,7.84,-0.031,69.25,29.22,0.059,4.59,0,6.43,2.764,-999.25,-999.25,0,0,,
4406,7.91,-0.034,71.29,28.67,0.094,4.58,0,6.21,2.767,-999.25,-999.25,0,0,,
4406.5,7.93,-0.089,69.46,26.13,0.067,4.75,0,6.93,2.862,-999.25,-999.25,0,0,,
4407,7.98,-0.148,67.9,15.15,0.012,4.99,0,5.08,2.962,-999.25,-999.25,0,0,,
4407.5,7.87,-0.175,64.85,7.41,-0.016,5.21,0,9.05,3.009,-999.25,-999.25,0,0,,
4408,7.85,-0.154,65.3,5.65,-0.005,5.26,0,9.24,2.974,-999.25,-999.25,0,0,,
4408.5,7.83,-0.135,66.53,7.69,-0.001,5.2,0,6.34,2.941,-999.25,-999.25,0,0,,
4409,7.84,-0.126,65.78,18.56,-0.01,5.13,0,6.76,2.926,-999.25,-999.25,0,0,,
4409.5,7.88,-0.094,65.31,44.22,0.05,4.83,0,18.3,2.871,-999.25,-999.25,0,0,,
4410,7.88,-0.077,66,71.32,0.094,4.41,0,25.28,2.841,-999.25,-999.25,0,0,,
4410.5,8,-0.035,71.73,86.33,0.16,3.88,0,12.76,2.771,-999.25,-999.25,0,0,,
4411,8.24,-0.004,78.26,88.81,0.225,3.55,0,7.69,2.717,-999.25,-999.25,0,0,,
4411.5,7.88,0.023,71.41,89.65,0.153,3.48,0.109,12.33,2.67,-999.25,-999.25,0.225510968,0.005120446,,
4412,7.92,0.029,76.66,85.5,0.151,3.55,0.109,4.18,2.66,-999.25,-999.25,0.184305236,0.004268493,,
4412.5,7.82,0.012,74.27,76.75,0.156,3.75,0.111,6.85,2.689,-999.25,-999.25,0.147190917,0.003888406,,
4413,7.84,0.006,70.76,69.54,0.131,3.94,0.093,10.91,2.701,-999.25,-999.25,0.128968474,0.003348429,,
4413.5,7.87,-0.011,69.01,70.12,0.085,4.12,0,9.12,2.729,-999.25,-999.25,0,0,,
4414,7.92,0.008,73.43,69.93,0.097,4.13,0.069,3.97,2.697,-999.25,-999.25,0.300158139,0.00743287,,
4414.5,7.91,0.035,75.94,64.68,0.136,4.03,0.099,3.89,2.651,-999.25,-999.25,0.317982194,0.008332941,,
4415,7.97,0.042,74.32,60.38,0.14,4.03,0.103,5.63,2.638,-999.25,-999.25,0.306629246,0.008869853,,
4415.5,7.81,0.018,73.19,59.18,0.126,4.1,0.09,5.88,2.679,-999.25,-999.25,0.347141793,0.008890843,,
4416,7.84,-0.005,74.65,61.39,0.12,4.16,0,4.07,2.718,-999.25,-999.25,0,0,,
4416.5,7.88,-0.005,72.92,61.89,0.128,4.15,0,6.44,2.719,-999.25,-999.25,0,0,,
4417,7.89,-0.002,74.41,53.5,0.141,4.22,0,5.54,2.713,-999.25,-999.25,0,0,,
4417.5,7.88,-0.021,70.44,44.94,0.08,4.28,0,6.18,2.746,-999.25,-999.25,0,0,,
4418,7.87,-0.033,67.77,38.78,0.052,4.31,0,8.62,2.767,-999.25,-999.25,0,0,,
4418.5,7.84,-0.041,67.78,44.04,0.052,4.22,0,8.44,2.78,-999.25,-999.25,0,0,,
4419,7.78,-0.03,71.96,53.85,0.094,4.15,0,5.11,2.761,-999.25,-999.25,0,0,,
4419.5,7.82,-0.024,75.62,59.41,0.157,4.09,0,5.26,2.751,-999.25,-999.25,0,0,,
4420,7.83,-0.02,71.72,63.38,0.117,4.06,0,7.26,2.743,-999.25,-999.25,0,0,,
4420.5,7.84,-0.028,69.78,63.33,0.087,4.05,0,7.76,2.757,-999.25,-999.25,0,0,,
4421,7.83,-0.038,69.69,62.77,0.092,4.02,0,8.49,2.775,-999.25,-999.25,0,0,,
4421.5,7.84,-0.052,69.7,64.06,0.084,3.94,0,7.59,2.799,-999.25,-999.25,0,0,,
4422,7.81,-0.057,71.5,65.97,0.099,3.87,0,6.03,2.807,-999.25,-999.25,0,0,,
4422.5,7.82,-0.046,71.98,68.78,0.111,3.85,0,6.32,2.789,-999.25,-999.25,0,0,,
4423,7.84,-0.037,72.38,68.78,0.11,3.88,0,5.74,2.773,-999.25,-999.25,0,0,,
4423.5,7.82,-0.024,71.24,72.2,0.089,3.96,0,5.61,2.751,-999.25,-999.25,0,0,,
4424,7.83,-0.027,72.23,81.04,0.107,3.97,0,5.7,2.756,-999.25,-999.25,0,0,,
4424.5,7.87,-0.02,72.17,84.01,0.109,3.96,0,5.94,2.745,-999.25,-999.25,0,0,,
4425,7.91,-0.008,72.22,80.42,0.12,3.91,0,6.77,2.725,-999.25,-999.25,0,0,,
4425.5,7.87,0.001,71.83,71.03,0.118,3.94,0.083,7.18,2.708,-999.25,-999.25,0.182087822,0.003630614,,
4426,7.81,-0.01,73.1,63.02,0.13,4.06,0,6.3,2.727,-999.25,-999.25,0,0,,
4426.5,7.84,-0.045,68.54,49.67,0.072,4.33,0,8.93,2.787,-999.25,-999.25,0,0,,
4427,7.83,-0.075,64.84,33.5,0.021,4.56,0,14.19,2.839,-999.25,-999.25,0,0,,
4427.5,7.83,-0.073,62.66,20.39,-0.004,4.48,0,25.47,2.835,-999.25,-999.25,0,0,,
4428,7.83,-0.042,64.14,24.13,0.008,4.03,0,15.89,2.782,-999.25,-999.25,0,0,,
4428.5,7.81,-0.015,68.74,39.19,0.061,3.5,0,7.39,2.736,-999.25,-999.25,0,0,,
4429,7.81,0.015,75.62,58.89,0.139,3.14,0.099,4.23,2.685,-999.25,-999.25,0.142077368,0.005115156,,
4429.5,7.81,0.036,76.04,72.09,0.148,3.07,0.108,4.4,2.648,-999.25,-999.25,0.14490653,0.005356984,,
4430,7.82,0.055,73.55,79.56,0.113,3.11,0.089,4.68,2.615,-999.25,-999.25,0.123411301,0.005294423,,
4430.5,7.85,0.052,74.28,86.45,0.118,3.29,0.091,4.36,2.621,-999.25,-999.25,0.12563321,0.004218625,,
4431,7.86,0.037,77.89,89.69,0.167,3.44,0.121,4.09,2.646,-999.25,-999.25,0.115496275,0.003480821,,
4431.5,7.86,0.032,75.92,85.57,0.142,3.59,0.103,4.28,2.655,-999.25,-999.25,0.117017923,0.004007734,,
4432,7.89,0.038,75.46,82.28,0.139,3.68,0.102,4.48,2.645,-999.25,-999.25,0.120198795,0.004433134,,
4432.5,7.84,0.049,76.7,79.94,0.153,3.76,0.114,4.2,2.625,-999.25,-999.25,0.11451893,0.00471248,,
4433,7.84,0.053,81.32,88.51,0.208,3.96,0.152,3.71,2.62,-999.25,-999.25,0.126350789,0.004868704,,
4433.5,7.94,0.028,84.7,87.49,0.239,4.2,0.17,3.15,2.663,-999.25,-999.25,0.116687053,0.004649743,,
4434,7.81,-0.006,79.28,84.56,0.199,4.51,0,4.6,2.72,-999.25,-999.25,0,0,,
4434.5,7.81,-0.032,70.09,75.86,0.115,4.66,0,10.26,2.765,-999.25,-999.25,0,0,,
4435,7.82,-0.037,68.16,69.6,0.086,4.61,0,11.5,2.774,-999.25,-999.25,0,0,,
4435.5,7.84,-0.04,71.09,66.32,0.101,4.29,0,6.81,2.779,-999.25,-999.25,0,0,,
4436,7.83,-0.044,74.38,65.79,0.14,3.99,0,5.49,2.785,-999.25,-999.25,0,0,,
4436.5,7.86,-0.027,73.78,62.38,0.123,3.88,0,5.03,2.756,-999.25,-999.25,0,0,,
4437,7.86,-0.001,72.75,61.17,0.096,3.78,0,4.46,2.712,-999.25,-999.25,0,0,,
4437.5,7.87,0.03,73.67,66.78,0.114,3.66,0.083,4.63,2.659,-999.25,-999.25,0.211283004,0.00513768,,
4438,7.85,0.039,77.88,75.01,0.183,3.47,0.132,4.8,2.643,-999.25,-999.25,0.220686322,0.005199849,,
4438.5,7.88,0.04,79.56,75.46,0.183,3.47,0.132,3.62,2.641,-999.25,-999.25,0.237390089,0.005516766,,
4439,7.88,0.039,77.31,73.46,0.154,3.62,0.112,3.79,2.643,-999.25,-999.25,0.241246688,0.005787272,,
4439.5,8.11,0.041,76.39,69.13,0.147,3.74,0.108,4.17,2.64,-999.25,-999.25,0.242632031,0.005109245,,
4440,7.83,0.045,75.77,75.48,0.14,3.71,0.104,4.24,2.634,-999.25,-999.25,0.232917613,0.005104222,,
4440.5,7.93,0.048,78.07,76.52,0.176,3.55,0.129,4.32,2.627,-999.25,-999.25,0.239104903,0.005359522,,
4441,7.89,0.045,78.77,78.98,0.187,3.46,0.136,4.35,2.633,-999.25,-999.25,0.226643434,0.005188065,,
4441.5,7.85,0.035,77.2,73.23,0.164,3.55,0.119,4.33,2.65,-999.25,-999.25,0.2336243,0.004939052,,
4442,7.89,0.013,76.79,68.58,0.155,3.75,0.11,4.18,2.687,-999.25,-999.25,0.20572308,0.004611667,,
4442.5,7.83,0.001,75.96,67.2,0.144,4.01,0.102,4.25,2.707,-999.25,-999.25,0.176231691,0.00416472,,
4443,7.82,0.005,76.87,65.87,0.151,4.12,0.107,3.9,2.701,-999.25,-999.25,0.14670518,0.003706785,,
4443.5,7.88,0.009,77.02,66.75,0.147,4.08,0.104,3.64,2.695,-999.25,-999.25,0.135386197,0.003531594,,
4444,7.83,0.006,75.92,70.61,0.133,3.95,0.094,3.77,2.699,-999.25,-999.25,0.150679846,0.003848581,,
4444.5,7.87,0.016,77.39,75.67,0.153,3.8,0.109,3.7,2.682,-999.25,-999.25,0.154524253,0.004402588,,
4445,7.87,0.013,82.2,74.86,0.22,3.79,0.156,3.58,2.688,-999.25,-999.25,0.138843337,0.004357763,,
4445.5,7.84,-0.004,80.17,64.27,0.197,3.82,0,3.74,2.717,-999.25,-999.25,0,0,,
4446,7.83,-0.03,71.59,58.27,0.073,3.83,0,4.27,2.762,-999.25,-999.25,0,0,,
4446.5,7.87,-0.004,74.29,66.53,0.113,3.66,0,4.03,2.717,-999.25,-999.25,0,0,,
4447,7.96,0.06,83.57,86.89,0.231,3.35,0.169,3.4,2.608,-999.25,-999.25,0.205927262,0.022940848,,
4447.5,7.99,0.118,92.71,114.39,0.332,3.12,0.249,3.16,2.507,-999.25,-999.25,0.3200069,0.029306003,,
4448,7.88,0.142,88.78,127.72,0.284,2.98,0.225,3.31,2.468,-999.25,-999.25,0.417438938,0.03494548,,
4448.5,7.83,0.136,86.12,130.76,0.249,2.9,0.201,3.28,2.477,-999.25,-999.25,0.465899403,0.04229916,,
4449,7.94,0.131,87.38,126.67,0.265,2.87,0.209,3.25,2.485,-999.25,-999.25,0.517565244,0.049066749,,
4449.5,7.98,0.136,88.29,121.59,0.276,2.84,0.218,3.19,2.478,-999.25,-999.25,0.532842892,0.063505043,,
4450,8.03,0.142,88.36,123.89,0.285,2.84,0.225,3.49,2.467,-999.25,-999.25,0.519776064,0.069796623,,
4450.5,8.2,0.141,90.15,117.35,0.305,2.82,0.238,3.35,2.468,-999.25,-999.25,0.56405918,0.072510915,,
4451,8.55,0.131,90.69,117.26,0.304,2.82,0.234,3.12,2.487,-999.25,-999.25,0.732939821,0.068843822,,
4451.5,7.99,0.122,87.79,113.81,0.282,2.81,0.217,3.52,2.501,-999.25,-999.25,0.915756768,0.057834383,,
4452,8.02,0.111,86.21,111.64,0.261,2.81,0.201,3.47,2.52,-999.25,-999.25,1.054221725,0.032407865,,
4452.5,8.02,0.107,83.51,109.23,0.232,2.83,0.181,3.69,2.526,-999.25,-999.25,1.121430862,0.020032511,,
4453,8.04,0.1,82.83,103.94,0.214,2.84,0.167,3.31,2.538,-999.25,-999.25,1.171597755,0.011745882,,
4453.5,8.08,0.103,82.92,105.56,0.204,2.85,0.162,2.95,2.533,-999.25,-999.25,1.101800358,0.011080858,,
4454,8.11,0.111,85.93,106.32,0.231,2.84,0.181,2.6,2.521,-999.25,-999.25,0.916341239,0.014388586,,
